id,specid,latabb,engname,latname,body.length,body.mass,wing.span,coordx,coordy,elev,rlength,nsurvey,forest,count141,count142,count143,date141,date142,date143,dur141,dur142,dur143,obs14
100,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,45276,2350,6.2,2,1,0,0,NA,62,73,NA,304,340,NA,376
101,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,63276,1650,5,3,43,0,0,0,33,45,65,270,270,285,86
102,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,87276,2050,4.1,3,30,0,0,0,51,72,94,280,220,230,144
103,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,143276,750,4.8,3,26,0,0,0,24,38,68,210,255,240,90
104,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,159276,750,5.6,3,7,0,0,0,15,47,55,190,195,180,64
105,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,175276,450,5.7,3,87,0,0,0,22,45,68,225,240,270,95
106,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,191276,850,4.8,3,49,0,0,0,17,48,62,240,295,295,139
107,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1054942,207276,450,7.6,3,39,0,0,0,23,47,63,240,255,255,2
108,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1060942,71276,1050,5.4,3,93,0,0,0,26,45,62,280,280,275,36
109,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1060942,103276,1450,4.7,3,48,0,0,0,39,72,98,280,275,285,95
110,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1060942,135276,850,5.7,3,11,0,0,0,17,40,58,215,225,225,331
111,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1060942,151276,1250,4.8,3,73,0,0,0,29,36,46,240,255,251,239
112,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1060942,199276,550,5.9,3,12,0,0,0,29,49,63,150,195,180,100
113,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1066942,55276,2750,6.6,2,0,0,0,NA,92,97,NA,310,290,NA,380
114,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1066942,63276,2450,4.5,2,0,0,0,NA,82,106,NA,235,250,NA,336
115,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1066942,79276,1450,5.6,3,42,0,0,0,35,47,62,290,300,295,336
116,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1066942,127276,1450,6,3,26,0,0,0,38,52,63,225,220,220,331
117,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1066942,143276,750,3.2,3,13,0,0,0,20,47,70,135,150,135,232
118,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1066942,175276,450,4.5,3,2,0,0,0,16,38,76,120,135,120,372
119,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1068942,112276,2050,4.4,2,15,0,0,NA,58,68,NA,240,195,NA,239
120,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,63276,2050,5.8,3,54,0,0,0,51,67,81,280,280,280,287
121,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,71276,1750,5.5,3,74,0,0,0,54,67,79,250,240,240,233
122,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,119276,1650,4.3,3,45,0,0,0,26,35,55,205,180,250,45
123,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,127276,1950,5.2,2,0,0,0,NA,74,95,NA,300,300,NA,381
124,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,167276,650,5.9,3,61,0,0,0,20,40,62,260,255,255,98
125,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,183276,550,5.5,3,33,0,0,0,23,49,83,240,270,270,324
126,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1072942,199276,650,3.5,3,54,0,0,0,17,38,62,190,200,190,19
127,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1078942,87276,1350,3.5,3,69,0,0,0,18,40,67,240,240,240,350
128,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1078942,143276,1250,6.2,3,47,0,0,0,23,40,69,245,225,265,60
129,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1078942,159276,650,6.5,3,5,0,0,0,15,34,55,150,145,135,355
130,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1078942,207276,450,7.7,3,36,0,0,0,34,54,65,250,235,285,255
131,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,79276,1950,4.8,3,60,0,0,0,67,79,89,330,315,330,362
132,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,119276,750,6.1,3,72,0,0,0,17,46,63,265,290,195,361
133,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,151276,1050,4.8,3,29,0,0,0,26,40,55,265,265,270,227
134,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,167276,650,5.6,3,7,0,0,0,16,40,63,215,225,255,84
135,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,183276,450,4.3,3,7,0,0,0,26,40,69,195,195,195,269
136,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,199276,350,4.3,3,13,0,0,0,20,41,62,165,150,165,110
137,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1084942,215276,350,8.3,3,2,0,0,0,20,40,58,220,205,185,83
138,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1090942,95276,1350,5.4,3,16,0,0,0,60,75,86,255,255,285,356
139,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1090942,143276,550,4.1,3,62,0,0,0,18,33,48,240,240,260,214
140,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1090942,159276,450,7.1,3,9,0,0,0,17,40,69,380,365,335,273
141,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1090942,191276,450,7.9,3,37,0,0,0,17,40,61,220,225,245,306
142,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1091942,126276,2150,4.9,2,0,0,0,NA,80,87,NA,300,360,NA,349
143,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1096942,199276,550,5.7,3,71,0,0,0,27,40,67,240,205,225,328
144,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1102942,71276,1950,4.8,3,41,0,0,0,71,79,86,310,310,315,50
145,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1102942,127276,1550,3.4,2,19,0,0,NA,79,104,NA,300,285,NA,95
146,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1102942,159276,650,6.7,3,24,0,0,0,23,38,72,165,180,180,197
147,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1102942,175276,450,6,3,10,0,0,0,19,40,48,155,177,215,82
148,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1102942,207276,450,6.1,3,0,0,0,0,18,48,67,187,170,158,252
149,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1102942,223276,450,5.7,3,70,0,0,0,18,40,61,215,215,235,89
150,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1103942,141276,1850,3.5,2,1,0,0,NA,62,80,NA,225,230,NA,243
151,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1105942,71276,1450,6.6,3,46,0,0,0,40,61,78,330,360,340,88
152,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1105942,83276,2250,5.7,2,0,0,0,NA,105,106,NA,355,330,NA,88
153,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1108942,95276,1850,5.9,3,45,0,0,0,75,82,89,200,195,210,142
154,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1108942,183276,450,4.2,3,18,0,0,0,48,55,62,225,255,270,193
155,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1108942,215276,450,7.5,3,20,0,0,0,15,49,64,165,180,180,330
156,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1108942,231276,750,5,3,99,0,0,0,15,48,64,140,150,150,290
157,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1110942,102276,2050,5.7,2,0,0,0,NA,87,103,NA,180,180,NA,142
158,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1111942,62276,1350,6,3,62,0,0,0,31,68,88,315,325,305,219
159,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1114942,111276,1850,5.5,2,5,0,0,NA,50,62,NA,225,225,NA,72
160,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1114942,151276,450,5,3,3,0,0,0,26,35,48,160,155,150,385
161,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1114942,159276,850,6.1,3,20,0,0,0,24,50,62,245,285,240,226
162,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1114942,175276,650,6.1,3,36,0,0,0,15,38,55,250,300,315,112
163,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1114942,191276,650,5.4,3,19,0,0,0,50,58,74,230,275,210,193
164,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1116942,83276,1750,4.1,3,35,0,0,0,60,68,78,240,245,260,50
165,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1118942,98276,1550,8.4,3,78,0,0,0,40,54,69,280,280,270,142
166,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,63276,850,3.7,3,87,0,0,0,16,36,59,240,240,250,228
167,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,95276,1750,4.2,3,80,0,0,0,54,73,96,135,300,285,333
168,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,135276,1250,5.8,3,51,0,0,0,25,38,67,210,240,225,105
169,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,143276,1850,1.4,2,0,0,0,NA,78,92,NA,265,235,NA,361
170,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,167276,950,4.7,3,21,0,0,0,25,51,60,150,180,180,72
171,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,183276,550,6.1,3,11,0,0,0,23,50,62,360,300,360,343
172,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,215276,450,4.7,3,29,0,0,0,18,52,67,150,165,180,330
173,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1120942,231276,450,4,3,55,1,0,0,16,36,58,160,150,160,191
174,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1121942,69276,450,7.2,3,54,0,0,0,16,36,60,235,220,270,338
175,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1122942,102276,2350,3.4,2,0,0,0,NA,83,96,NA,169,115,NA,338
176,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1126942,111276,1850,6.9,2,32,0,0,NA,69,94,NA,285,280,NA,199
177,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1126942,143276,1350,4.5,3,32,0,0,0,36,50,60,230,225,215,199
178,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1126942,207276,450,5.3,3,3,0,0,0,21,38,59,130,150,170,262
179,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1129942,61276,1150,4.3,3,82,0,0,0,24,40,61,220,205,215,64
180,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1129942,73276,850,4.6,3,58,0,0,0,21,49,71,175,243,265,219
181,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1132942,95276,1950,4.4,3,36,0,0,0,60,75,101,260,280,240,333
182,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1132942,119276,1650,5,3,86,0,0,0,71,83,100,260,240,220,384
183,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1132942,167276,1250,4.6,3,75,0,0,0,18,36,67,220,255,215,12
184,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1132942,215276,350,5.8,3,23,1,0,0,22,36,64,300,300,300,52
185,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1133942,77276,2050,3.4,2,15,0,0,NA,77,100,NA,135,130,NA,338
186,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1133942,153276,1850,3.8,2,0,0,0,NA,65,75,NA,285,295,NA,285
187,50,TACRUF,Little Grebe,Tachybaptus ruficollis,27,150,43,1134942,102276,2250,5.2,2,0,0,0,NA,92,104,NA,215,215,NA,377
